account_id,tank_id,damage_dealt,wins,battles
501944837,3921,83388,31,52
501944837,19713,443147,105,161
501944837,33089,282922,62,97
501944837,14673,171956,45,85
501944837,44289,654988,209,333
501944837,47121,2522181,575,923
501944837,10513,518199,211,414
501944837,13089,2108536,439,790
501944837,4145,556116,122,210
501944837,11265,122541,60,87
501944837,62785,62697,25,39
501944837,32833,64198,24,39
501944837,11857,21513,16,30
501944837,15617,954896,194,338
501944837,54289,32852,13,19
501944837,5265,598771,123,212
501944837,4737,953991,190,326
501944837,6657,81029,45,100
501944837,10801,233480,33,53
501944837,32785,80469,11,30
501944837,18177,460337,160,274
501944837,21841,963900,176,293
501944837,4657,42495,29,50
501944837,273,252437,172,303
501944837,16705,2023738,444,739
501944837,58417,348335,59,123
501944837,52097,334801,74,150
501944837,53121,86023,23,42
501944837,52305,282934,85,139
501944837,529,188329,90,131
501944837,13905,861571,170,305
501944837,3585,42253,27,45
501944837,50193,1343626,365,634
501944837,9489,1827641,390,650
501944837,16401,916882,209,344
501944837,8289,167636,33,60
501944837,45569,142330,60,99
501944837,11009,115658,37,75
501944837,2049,6382,38,77
501944837,1537,4266,11,17
501944837,2161,1386117,324,552
501944837,4625,10742,20,37
501944837,45841,175208,64,102
501944837,53601,138969,40,62
501944837,58113,24774,11,20
501944837,58913,130510,41,75
501944837,17729,82836,15,31
501944837,8465,249799,98,159
501944837,5137,173082,60,120
501944837,1905,179167,54,99
501944837,46865,310013,88,158
501944837,51025,422248,75,142
501944837,2833,2491,12,21
501944837,53281,326,1,1
501944837,6209,1821515,360,670
501944837,35873,614641,91,152
501944837,14625,176966,62,105
501944837,44545,103031,18,41
501944837,9745,1590430,374,595
501944837,10241,108596,50,73
501944837,5953,1005,5,10
501944837,56577,50,1,1
501944837,5185,76942,82,187
501944837,21537,943367,171,295
501944837,60945,1624830,396,650
501944837,67585,291837,55,84
501944837,56657,105937,36,70
501944837,2865,112118,40,68
501944837,3633,116101,41,75
501944837,1057,136091,115,176
501944837,42017,236583,70,107
501944837,1,31523,44,94
501944837,5921,223938,78,139
501944837,63825,102749,31,44
501944837,23057,144941,33,53
501944837,33825,180562,29,50
501944837,5537,472415,107,173
501944837,11041,109792,63,117
501944837,17665,210141,65,107
501944837,12289,21611,13,21
501944837,7825,387095,64,126
501944837,2129,23627,17,31
501944837,4913,33612,31,47
501944837,7185,79910,81,171
501944837,62545,39064,12,22
501944837,51473,320725,136,203
501944837,8545,522802,98,177
501944837,4225,164459,48,72
501944837,3345,3639,20,37
501944837,7457,754200,246,420
501944837,7969,114874,46,79
501944837,16961,4245607,748,1202
501944837,60449,156191,45,71
501944837,4385,299744,107,164
501944837,8497,225231,47,66
501944837,32545,198683,46,91
501944837,3937,484852,86,129
501944837,19985,824250,231,426
501944837,10529,92836,109,216
501944837,63537,267335,61,95
501944837,18961,94162,35,55
501944837,12305,1172957,252,419
501944837,22273,262177,55,94
501944837,4481,482221,99,172
501944837,13393,8726,7,13
501944837,20993,761647,151,265
501944837,8977,658048,272,448
501944837,19201,590210,170,320
501944837,60225,2813144,769,1239
501944837,58369,1157865,242,401
501944837,6145,878163,165,300
501944837,5457,81156,35,51
501944837,81,570,3,4
501944837,22017,1001708,204,331
501944837,5969,147432,54,94
501944837,43297,853827,245,362
501944837,36609,249079,39,85
501944837,16897,1633960,332,619
501944837,8209,7704,29,52
501944837,15953,495077,98,162
501944837,1137,19592,12,27
501944837,14337,1126555,210,410
501944837,19969,2439839,500,802
501944837,55809,428204,80,140
501944837,51857,57425,13,31
501944837,54145,93838,23,41
501944837,32001,81589,15,29
501944837,20225,1212613,235,375
501944837,2577,8780,7,12
501944837,51105,882800,229,402
501944837,513,131879,68,111
501944837,37649,276924,64,97
501944837,34337,25857,4,11
501944837,63057,725113,134,208
501944837,2593,1452153,355,604
501944837,1345,1874,5,12
501944837,6929,304822,63,111
501944837,4433,729532,161,267
501944837,13329,5095,4,13
501944837,2881,2679,7,13
501944837,6289,135483,30,55
501944837,21281,396892,88,153
501944837,3089,2603,15,33
501944837,2113,9383,6,12
501944837,53345,127996,39,52
501944837,63281,236287,80,117
501944837,23889,216351,39,57
501944837,19473,507014,92,167
501944837,22801,899949,176,292
501944837,47377,56732,29,56
501944837,10017,91036,54,101
501944837,8081,334139,77,143
501944837,6401,808,2,2
501944837,5713,1573026,368,607
501944837,7761,1893,9,14
501944837,10497,267102,141,236
501944837,3905,456363,132,235
501944837,10273,50509,82,156
501944837,2817,26427,29,50
501944837,14097,83774,68,134
501944837,49953,7952,2,2
501944837,57889,51480,35,57
501944837,11521,755033,210,389
501944837,22529,984650,239,367
501944837,18433,55495,26,51
501944837,60977,943330,188,311
501944837,18449,414002,141,242
501944837,51089,746383,219,383
501944837,3873,131210,60,90
501944837,32321,9427,3,4
501944837,2977,459796,76,146
501944837,43553,180384,51,79
501944837,1041,48472,58,119
501944837,5937,334587,95,179
501944837,55569,708322,301,523
501944837,15905,309829,65,123
501944837,69153,591167,95,156
501944837,12369,91026,35,60
501944837,2097,524961,121,222
501944837,5505,722003,160,264
501944837,15681,1845391,446,748
501944837,545,595,2,5
501944837,61729,726449,186,300
501944837,56081,64643,20,31
501944837,13841,220518,97,163
501944837,2465,1520678,346,597
501944837,4881,1359,4,6
501944837,50961,199236,71,133
501944837,17153,147551,37,65
501944837,60753,58158,17,23
501944837,6913,7025,7,11
501944837,9985,183844,69,118
501944837,7441,1279819,343,578
501944837,13313,132648,44,77
501944837,5425,861153,177,320
501944837,2417,1204766,250,439
501944837,10753,445959,115,191
501944837,2065,10873,25,47
501944837,5393,12066,14,20
501944837,14113,2620834,539,944
501944837,63025,22100,5,12
501944837,3889,74235,32,54
501944837,55889,96179,52,78
501944837,62993,145476,46,79
501944837,1921,140662,40,67
501944837,4129,41761,25,43
501944837,51361,1560848,447,725
501944837,3473,567775,113,201
501944837,7249,2924285,579,1009
501944837,55425,326395,82,130
501944837,54529,54083,115,195
501944837,5681,189475,61,100
501944837,54657,191732,51,85
501944837,16657,721631,180,320
501944837,22785,117091,42,62
501944837,19217,1825604,352,573
501944837,15889,59957,36,61
501944837,53537,113,0,1
501944837,6673,5605,16,33
501944837,14609,2110751,419,770
501944837,6177,1853,4,11
501944837,9009,214884,35,62
501944837,19281,173705,30,54
501944837,785,615,7,15
501944837,5249,392394,101,173
501944837,1649,122486,42,76
501944837,11073,135792,29,61
501944837,13137,346996,73,132
501944837,32257,270106,79,152
501944837,55633,110813,35,61
501944837,11297,226754,67,138
501944837,59905,183001,76,121
501944837,577,811,2,6
501944837,18193,44572,62,146
501944837,60481,1321347,289,481
501944837,15649,67176,41,78
501944837,41745,194720,24,48
501944837,257,5309,5,8
501944837,12033,285349,87,148
501944837,1585,69438,27,49
501944837,56609,74020,31,50
501944837,4353,132842,64,128
501944837,49665,168304,52,84
501944837,4369,904,4,11
501944837,9505,485550,122,217
501944837,60417,298029,92,145
501944837,15393,547223,143,242
501944837,6481,13196,14,22
501944837,50337,141272,40,68
501944837,3681,1032369,224,393
501944837,1105,113231,62,108
501944837,6193,1219406,239,434
501944837,1841,464074,122,209
501944837,3489,631267,152,250
501944837,10001,63307,41,75
501944837,46849,576485,102,174
501944837,66849,15517,4,7
501944837,5889,66488,32,47
501944837,51793,369602,98,152
501944837,60465,40338,10,17
501944837,55073,182,2,3
501944837,14881,1668972,321,594
501944837,6417,23047,43,83
501944837,33057,531181,173,266
501944837,3185,859112,178,295
501944837,6225,649492,119,237
501944837,10769,155234,85,200
501944837,14865,2327967,517,916
501944837,19489,208052,57,108
501944837,11553,433642,245,472
501944837,45057,818055,221,394
501944837,14417,23089,13,21
501944837,14161,90400,30,51
501944837,9297,123068,25,49
501944837,64817,24069,14,21
501944837,7505,5572,7,14
501944837,19009,806319,265,475
501944837,353,131,0,4
501944837,3105,2975,4,8
501944837,769,3998,19,51
501944837,2849,493380,184,350
501944837,60209,720083,196,306
501944837,3329,338,1,6
501944837,5377,472638,182,352
501944837,1073,86144,32,63
501944837,16161,634896,203,347
501944837,61265,246093,76,124
501944837,43585,350207,140,256
501944837,65329,121514,39,65
501944837,60529,239280,72,127
501944837,3137,451819,149,285
501944837,3649,2396725,529,909
501944837,61985,577932,161,250
501944837,1553,86751,76,148
501944837,34081,112787,28,55
501944837,15697,1021380,203,341
501944837,8705,97187,25,56
501944837,31745,19323,5,11
501944837,11777,12874,17,28
501944837,13857,686704,147,226
501944837,9265,154062,31,59
501944837,62529,77352,22,42
501944837,16417,82294,39,71
501944837,6513,523215,94,156
501944837,2177,1562161,336,525
501944837,6305,526401,95,149
501944837,1393,97785,44,81
501944837,913,354883,101,161
501944837,5697,139342,39,80
501944837,50593,753169,144,262
501944837,305,27929,19,27
501944837,4113,61667,28,67
501944837,10785,2243005,472,798
501944837,5121,513,1,4
501944837,51057,294572,74,138
501944837,2561,70656,66,124
501944837,2929,461876,79,155
501944837,16641,41385,42,77
501944837,48401,128377,31,65
501944837,10257,1661947,390,649
501944837,30465,188548,40,71
501944837,3217,440823,101,160
501944837,6769,80154,35,58
501944837,3601,1113,7,17
501944837,561,78635,28,49
501944837,60497,687397,144,244
501944837,3073,827,3,5
501944837,4609,739,1,3
501944837,32065,37869,10,20
501944837,1025,48908,116,221
501944837,7169,2860753,630,1116
501944837,62273,227742,60,101
501944837,3377,67995,32,56
501944837,33569,82692,23,34
501944837,59985,57539,11,24
501944837,46353,142358,38,61
501944837,7281,352074,62,91
501944837,62753,1227245,251,414
501944837,7937,631297,179,355
501944837,2433,1410967,254,463
501944837,609,296,2,2
501944837,5649,39924,43,92
501944837,3425,570103,143,232
501944837,26641,120112,31,46
501944837,13345,97919,34,58
501944837,62001,77274,34,57
501944837,61953,58836,17,26
501944837,4929,520981,227,434
501944837,1569,87017,47,69
501944837,17217,192566,61,109
501944837,1297,84531,36,72
501944837,63553,160808,63,89
501944837,2721,2369602,453,781
501944837,5281,998889,197,308
501944837,5169,85066,45,75
501944837,53361,79854,41,67
501944837,52561,417429,93,154
501944837,9217,389196,135,187
501944837,13825,1578532,346,661
501944837,54865,470,0,2
501944837,8993,750422,186,337
501944837,6465,14929,38,86
501944837,1809,20813,43,85
501944837,16913,32287,7,11
501944837,8481,442345,119,232
501944837,57425,498591,130,223
501944837,9473,50498,146,249
501944837,4993,66858,20,34
