account_id,tank_id,damage_dealt,wins,battles
567041078,3921,194354,54,85
567041078,61457,1430,2,3
567041078,19713,97422,25,40
567041078,14673,38185,12,23
567041078,44289,359353,86,142
567041078,52865,24952,7,12
567041078,6721,6096,4,5
567041078,54609,2959,6,7
567041078,21761,52161,11,19
567041078,4145,56622,10,16
567041078,11265,623,0,1
567041078,52065,107308,38,59
567041078,53249,49195,20,32
567041078,59153,3318,1,2
567041078,1793,16958,8,17
567041078,54289,32542,12,14
567041078,5265,147192,30,66
567041078,4737,185242,34,49
567041078,6657,10633,2,4
567041078,5185,16574,8,13
567041078,10801,122627,17,26
567041078,32785,25161,1,8
567041078,18689,4697,3,6
567041078,46097,1515,1,3
567041078,21841,66193,13,16
567041078,4657,6954,3,5
567041078,16705,11343,3,4
567041078,17985,17004,9,13
567041078,52097,33735,8,16
567041078,17953,8995,4,9
567041078,52305,116372,32,48
567041078,8737,37297,11,13
567041078,529,9464,4,6
567041078,13905,1578632,352,648
567041078,9521,15757,5,8
567041078,50193,7754,2,5
567041078,9489,438997,88,137
567041078,16401,38015,8,14
567041078,13089,87229,18,35
567041078,8289,116784,24,34
567041078,45569,124555,67,110
567041078,11009,34075,7,21
567041078,1537,1035,1,1
567041078,9553,33926,14,27
567041078,58913,97023,38,51
567041078,20481,3402,2,3
567041078,54881,744,0,1
567041078,17729,130566,25,40
567041078,5137,1426,0,1
567041078,46865,65019,19,33
567041078,8193,79207,20,32
567041078,59201,46338,16,25
567041078,50689,165561,26,51
567041078,7265,10070,6,8
567041078,57377,23558,9,13
567041078,6209,585625,94,184
567041078,35873,37126,4,8
567041078,14625,76792,20,30
567041078,18209,132701,35,62
567041078,44545,63450,17,24
567041078,9745,22686,5,8
567041078,14145,706,0,2
567041078,51233,39615,11,20
567041078,6753,82761,19,25
567041078,21537,59042,16,21
567041078,13889,40392,10,15
567041078,51729,26792,24,33
567041078,60945,142676,31,43
567041078,67585,147966,31,49
567041078,56657,48417,20,28
567041078,2865,34097,10,16
567041078,21025,96348,31,44
567041078,3633,26549,11,17
567041078,1057,16026,10,16
567041078,20257,5754,2,4
567041078,5457,37253,14,19
567041078,19985,226852,70,102
567041078,6977,12490,5,5
567041078,67361,612951,72,109
567041078,145,41828,15,31
567041078,16449,6232,3,3
567041078,17665,19463,2,7
567041078,12289,6610,5,6
567041078,14401,9748,7,9
567041078,6033,36369,8,14
567041078,52593,21155,2,7
567041078,7185,7915,3,6
567041078,10065,8619,6,10
567041078,61697,168694,44,73
567041078,64065,84666,32,53
567041078,7953,38424,11,13
567041078,8545,19329,2,4
567041078,4225,2221,1,1
567041078,42017,20589,6,10
567041078,7457,84198,33,61
567041078,16961,118889,32,41
567041078,60449,5105,2,2
567041078,4385,27889,8,12
567041078,8497,88363,18,25
567041078,1377,1657,0,1
567041078,6241,14047,6,8
567041078,58961,103754,33,62
567041078,3937,265936,48,87
567041078,57937,157083,20,38
567041078,45057,129098,33,51
567041078,63537,235175,40,65
567041078,20513,28342,14,17
567041078,23377,101071,20,32
567041078,7313,43288,10,16
567041078,12305,27806,6,8
567041078,20993,204040,35,65
567041078,8977,3419,3,4
567041078,32769,12199,5,9
567041078,60225,453478,155,222
567041078,58369,156355,20,37
567041078,6145,315190,61,90
567041078,22017,357402,63,112
567041078,62209,15174,2,7
567041078,41489,28207,6,7
567041078,29441,3658,4,6
567041078,2305,44209,13,27
567041078,18241,12888,9,14
567041078,25617,4259,2,2
567041078,11281,1860,3,4
567041078,16145,1414,1,1
567041078,43297,56754,12,19
567041078,16897,6720,1,2
567041078,65585,26707,6,10
567041078,15953,28238,6,10
567041078,3745,6757,3,3
567041078,54145,65685,15,28
567041078,32001,81035,12,24
567041078,20225,213427,52,79
567041078,2577,3386,1,6
567041078,51105,77258,17,39
567041078,513,13317,8,8
567041078,9249,15552,4,7
567041078,20737,28379,4,8
567041078,2593,109362,25,44
567041078,23121,42922,11,16
567041078,6929,50019,9,21
567041078,4433,97007,17,33
567041078,51537,139630,45,77
567041078,2881,777,1,1
567041078,57105,606,0,1
567041078,21281,36517,10,13
567041078,6049,24802,6,8
567041078,53345,37412,7,14
567041078,63281,164565,46,78
567041078,2625,20570,10,14
567041078,23889,83917,9,17
567041078,22801,180585,39,55
567041078,47377,1681,2,2
567041078,48385,8931,3,5
567041078,10497,325235,151,235
567041078,3905,63813,17,26
567041078,10273,4949,3,6
567041078,61473,34778,15,24
567041078,47105,1652,0,1
567041078,5217,21027,5,19
567041078,11521,78760,15,25
567041078,22529,79432,16,27
567041078,62481,112446,29,47
567041078,19745,18194,9,19
567041078,3873,6242,3,3
567041078,32321,13108,6,11
567041078,12049,544496,95,170
567041078,2977,119257,19,39
567041078,43553,43096,7,19
567041078,1041,688,1,1
567041078,49921,73691,21,39
567041078,55569,128686,53,82
567041078,57681,16098,5,9
567041078,15905,16822,2,4
567041078,3713,21825,12,16
567041078,69153,59633,7,14
567041078,2097,38740,9,14
567041078,5505,79469,16,24
567041078,8785,5738,7,9
567041078,13569,121973,16,38
567041078,15681,113522,34,51
567041078,4673,3957,2,4
567041078,43073,21525,5,11
567041078,545,1867,1,3
567041078,55425,13608,2,5
567041078,56081,127293,35,56
567041078,2465,409607,94,124
567041078,63825,35131,6,16
567041078,50961,48323,30,46
567041078,15425,41978,8,22
567041078,20769,53967,17,28
567041078,7969,18625,8,12
567041078,51569,11458,4,8
567041078,11025,25837,8,15
567041078,1825,11560,14,20
567041078,13313,163772,39,62
567041078,20241,50201,23,35
567041078,60689,1177,1,1
567041078,10753,2349,0,1
567041078,14113,184720,39,66
567041078,55889,25545,9,16
567041078,8017,7353,6,9
567041078,21585,476,0,1
567041078,4129,15445,12,18
567041078,51361,45684,10,21
567041078,7249,61423,13,18
567041078,61729,349824,72,114
567041078,54657,51009,12,20
567041078,16657,194933,52,80
567041078,22785,36485,12,17
567041078,19217,671784,144,223
567041078,15889,6900,3,8
567041078,4193,83315,22,42
567041078,10545,73530,16,21
567041078,6673,570,1,1
567041078,14609,289273,57,90
567041078,9009,29172,6,13
567041078,19281,56443,12,19
567041078,5249,6804,3,3
567041078,13137,42931,13,20
567041078,32257,93870,30,45
567041078,54785,5984,3,7
567041078,59905,203749,76,115
567041078,65329,87421,25,44
567041078,60529,138710,39,64
567041078,60481,154484,38,57
567041078,41745,121295,23,30
567041078,16161,486612,166,309
567041078,2561,9107,3,5
