account_id,tank_id,damage_dealt,wins,battles
515546194,18497,45485,22,52
515546194,3921,43107,10,26
515546194,19713,293119,96,168
515546194,33089,220840,40,70
515546194,57681,3819,3,4
515546194,44289,452546,120,205
515546194,15393,829245,243,519
515546194,54609,1811,5,7
515546194,10513,85577,21,40
515546194,20561,30471,13,15
515546194,13089,133068,28,54
515546194,55297,292294,128,224
515546194,11265,77709,81,163
515546194,62785,9165,3,5
515546194,32833,1967,2,2
515546194,11857,95062,91,192
515546194,16673,231169,169,308
515546194,15617,1461785,306,587
515546194,1793,88607,48,102
515546194,58705,58584,35,54
515546194,54289,297609,106,199
515546194,57937,274422,40,83
515546194,4737,225786,34,68
515546194,6657,76391,43,89
515546194,51233,1478,1,1
515546194,1665,42702,19,36
515546194,10801,537438,66,119
515546194,32785,9062,2,3
515546194,593,441,3,3
515546194,21537,24032,5,8
515546194,18177,238456,99,176
515546194,1121,19974,10,12
515546194,30993,5089,0,2
515546194,21841,104957,20,39
515546194,1089,809,1,1
515546194,4657,28380,24,45
515546194,273,16477,11,26
515546194,49425,10525,3,4
515546194,16705,127817,23,38
515546194,59473,42618,15,30
515546194,15105,523,2,5
515546194,57617,124641,57,103
515546194,58417,76717,9,34
515546194,17985,11620,15,29
515546194,52097,286815,84,153
515546194,1409,25631,18,31
515546194,32577,151553,31,65
515546194,52305,93705,24,46
515546194,6673,5451,10,23
515546194,3585,15753,8,16
515546194,2449,11120,5,9
515546194,50193,9157,3,5
515546194,52481,568,3,3
515546194,4353,138648,45,67
515546194,50465,17079,4,10
515546194,45569,389968,182,342
515546194,60433,2318,9,16
515546194,11009,102942,29,54
515546194,2049,2997,3,11
515546194,1537,7250,38,80
515546194,9553,12571,17,38
515546194,2161,141050,30,59
515546194,45841,245755,82,136
515546194,53601,186743,50,92
515546194,20481,97865,20,45
515546194,67585,151829,25,46
515546194,11345,220520,137,275
515546194,17729,29804,6,10
515546194,8465,60695,25,36
515546194,48641,567877,193,362
515546194,1905,52545,12,33
515546194,63297,287257,156,331
515546194,6433,3037,12,26
515546194,3457,0,0,1
515546194,12561,14838,52,100
515546194,1809,25518,47,90
515546194,57377,286183,112,206
515546194,41233,287112,77,157
515546194,53281,13301,3,7
515546194,6209,114690,16,28
515546194,35873,109448,18,31
515546194,14625,289179,141,287
515546194,18209,400833,172,392
515546194,30481,68055,14,31
