account_id,tank_id,damage_dealt,wins,battles
518470224,18497,110979,41,63
518470224,57681,5662,2,3
518470224,1601,803,1,2
518470224,1953,13594,3,10
518470224,3713,144195,65,120
518470224,10065,101221,40,82
518470224,2305,109723,85,193
518470224,6913,11641,35,70
518470224,14673,99684,28,48
518470224,15889,11655,2,8
518470224,15393,466355,124,216
518470224,6721,106,1,1
518470224,3921,168018,62,87
518470224,59649,17415,6,10
518470224,5473,229930,113,219
518470224,4449,7018,12,29
518470224,8017,3619,12,22
518470224,10513,154111,80,151
518470224,5457,189420,104,164
518470224,8785,32365,27,47
518470224,54353,2688,1,2
518470224,2321,31780,12,16
518470224,6481,14703,28,50
518470224,13089,386313,82,165
518470224,3185,212201,49,80
518470224,1569,91941,42,66
518470224,16961,399942,70,106
518470224,11857,68374,43,85
518470224,60449,69607,20,29
518470224,3121,8194,12,15
518470224,7057,219011,37,56
518470224,4385,164244,63,105
518470224,18433,119529,53,98
518470224,289,2621,9,16
518470224,3857,114180,41,76
518470224,18241,3274,2,3
518470224,10817,19441,11,16
518470224,1377,2293,2,7
518470224,69153,505619,66,106
518470224,6241,48246,14,21
518470224,7313,184934,50,84
518470224,53249,342973,85,152
518470224,5921,87083,28,52
518470224,43585,1051799,366,603
518470224,16673,80282,63,116
518470224,62529,18531,7,8
518470224,8225,102046,29,50
518470224,64833,0,0,0
518470224,2705,47548,20,30
518470224,4881,2339,8,10
518470224,3937,287605,38,69
518470224,6225,303607,49,88
518470224,57937,1507687,264,404
518470224,10529,74635,79,132
518470224,1345,898,3,7
518470224,63537,327435,68,104
518470224,7169,846915,193,329
518470224,60481,49573,11,17
518470224,3649,1774802,387,660
518470224,8737,123882,31,42
518470224,7953,459402,117,197
518470224,20513,23284,10,15
518470224,9985,437212,208,443
518470224,11265,27108,13,22
518470224,12113,27920,14,25
518470224,6017,295952,43,64
518470224,5265,327876,52,88
518470224,7569,35655,15,25
518470224,4737,855414,144,254
518470224,14161,60643,15,30
518470224,1825,24,0,1
518470224,18753,57093,19,27
518470224,47121,125423,33,42
518470224,18961,168620,80,128
518470224,18449,965570,335,567
518470224,2593,583962,149,265
518470224,7729,33295,13,20
518470224,4481,576699,144,214
518470224,30481,419257,88,135
518470224,5697,381174,118,237
518470224,7681,7646,17,30
518470224,60689,16615,16,32
518470224,1665,126723,52,90
518470224,6257,168943,55,85
518470224,3681,699723,120,201
518470224,11777,40583,40,80
518470224,8977,231284,127,238
518470224,5393,25496,36,56
518470224,14113,406323,68,116
518470224,7937,653636,192,333
518470224,5665,328,1,1
518470224,11537,301141,94,171
518470224,1409,42993,25,34
518470224,1329,59,0,1
518470224,4897,960,4,9
518470224,15697,958688,168,281
518470224,10785,1168342,249,366
518470224,5137,130573,39,53
518470224,8529,171643,72,110
518470224,273,113027,78,174
518470224,13313,295477,120,186
518470224,63505,47,0,3
518470224,3329,280,3,4
518470224,16705,223808,44,70
518470224,81,0,1,2
518470224,11297,394881,153,287
518470224,22017,600013,119,191
518470224,21505,505822,104,172
518470224,12305,244956,40,64
518470224,5505,614659,104,159
518470224,17985,14258,9,18
518470224,11041,169394,105,179
518470224,3425,155023,38,57
518470224,897,14691,17,27
518470224,4721,111824,38,60
518470224,7249,492781,106,165
518470224,257,25641,59,134
518470224,5969,206674,80,162
518470224,12097,81175,25,40
518470224,1105,33183,26,54
518470224,16385,46722,57,111
518470224,2177,120127,26,43
518470224,25617,10853,4,10
518470224,369,599,2,6
518470224,11281,14563,29,54
518470224,3841,1544,4,6
518470224,12289,43705,36,57
518470224,1393,48825,19,33
518470224,529,63521,21,28
518470224,4961,384254,135,217
518470224,54529,976,6,11
518470224,5649,36889,44,75
518470224,2625,37794,16,28
518470224,58641,39462,6,10
518470224,16129,235411,113,227
518470224,3585,152355,163,292
518470224,16897,314289,45,74
518470224,8209,2044,13,18
518470224,15953,147774,27,44
518470224,2449,19056,12,14
518470224,1137,18986,15,24
518470224,4193,466566,114,218
518470224,5281,184208,31,51
518470224,3153,89649,33,55
518470224,50193,32160,8,14
518470224,11089,30802,25,44
518470224,2881,356,2,6
518470224,4625,8775,18,36
518470224,6673,5254,16,31
518470224,14609,2134175,419,679
518470224,63745,0,0,0
518470224,6177,1709,9,15
518470224,51857,398306,104,166
518470224,5121,495,5,7
518470224,881,9257,8,20
518470224,8289,314751,44,85
518470224,60929,1567,3,5
518470224,3393,2877,13,38
518470224,60945,82058,25,35
518470224,5249,133859,31,52
518470224,3457,36126,32,54
518470224,8545,183688,28,39
518470224,14337,1204977,282,544
518470224,2577,15092,8,11
518470224,7825,506399,69,128
518470224,13569,173250,33,56
518470224,1649,35856,16,21
518470224,9489,112854,22,37
518470224,62753,86109,24,29
518470224,1537,9648,32,70
518470224,12561,490,1,3
518470224,7425,742247,295,615
518470224,9761,20006,34,65
518470224,53841,642,1,3
518470224,52065,42692,18,25
518470224,8721,94102,45,68
518470224,5537,187548,39,55
518470224,513,144684,81,168
518470224,2161,214764,48,81
518470224,5377,574133,222,381
518470224,19969,1010671,196,315
518470224,2929,1157962,189,308
518470224,14881,418179,81,138
518470224,59905,957964,326,569
518470224,17937,13908,18,34
518470224,625,2739,7,11
518470224,3617,171,1,2
518470224,19009,807688,205,361
518470224,65329,47078,13,22
518470224,18193,28217,46,90
518470224,14865,666528,156,270
518470224,11345,84011,44,91
518470224,56913,12171,3,5
518470224,6929,270011,43,72
518470224,17729,201849,36,57
518470224,4433,476753,99,177
518470224,6161,7104,13,23
518470224,56657,512993,132,227
518470224,1905,96764,34,52
518470224,41745,98706,11,24
518470224,13329,7168,9,15
518470224,13857,65958,10,20
518470224,4945,7544,9,16
518470224,8193,534579,144,237
518470224,1633,8576,12,18
518470224,6433,1606,7,14
518470224,14657,1906,4,13
518470224,6769,28525,8,13
518470224,57105,135400,74,141
518470224,12033,686612,221,450
518470224,2209,27616,11,17
518470224,64257,0,0,0
518470224,57377,131395,41,82
518470224,56353,26556,13,18
518470224,11585,34460,17,26
518470224,3089,0,1,1
518470224,7985,71463,15,31
518470224,59169,123282,39,66
518470224,1121,60702,24,37
518470224,3409,4222,14,23
518470224,56609,12959,6,7
518470224,4353,165059,53,101
518470224,2417,31146,5,7
518470224,2657,140478,46,78
518470224,35873,593532,77,114
518470224,16145,21301,37,73
518470224,15377,507939,249,493
518470224,2817,76519,72,151
518470224,63041,77441,33,49
518470224,401,199,1,1
518470224,785,630,3,5
518470224,833,648,5,6
518470224,3873,156974,96,167
518470224,6545,15880,10,11
518470224,9505,866623,216,386
518470224,9745,317015,73,117
518470224,6801,14294,9,13
518470224,3073,2416,18,43
518470224,46849,73043,12,19
518470224,4609,461,2,7
518470224,14145,64698,69,119
518470224,48145,3732,1,3
518470224,10241,100309,85,157
518470224,10017,108389,75,164
518470224,51841,380,1,3
518470224,58369,1095205,210,337
518470224,5953,1934,11,20
518470224,6401,1672,10,26
518470224,20225,419865,83,134
518470224,3201,13397,17,29
518470224,5185,143924,118,229
518470224,17953,156786,91,150
518470224,6753,169485,35,54
518470224,2897,14862,14,24
518470224,18689,30261,39,85
518470224,5713,172315,38,70
518470224,4657,1263,4,4
518470224,4689,54482,29,48
518470224,11793,412,0,1
518470224,19457,24781,10,19
518470224,7761,1255,5,11
518470224,37889,8813,5,7
518470224,60433,35,0,2
518470224,10497,60337,33,52
518470224,4865,22407,52,86
518470224,1921,131844,46,69
518470224,3969,211120,69,139
518470224,6497,127788,34,60
518470224,10273,8098,21,41
518470224,10001,65318,48,68
518470224,18705,66665,16,26
518470224,2433,348544,63,105
518470224,4225,516505,148,245
518470224,3601,1084,1,7
518470224,113,68,1,1
518470224,62497,1167,1,1
518470224,8449,44504,25,49
518470224,5217,134006,72,117
518470224,12545,101299,51,88
518470224,11521,868664,218,390
518470224,4769,120985,31,55
518470224,545,877,3,6
518470224,2945,208,0,1
518470224,10577,1556,4,9
518470224,8273,2341,9,18
518470224,641,3889,5,11
518470224,5729,23586,21,44
518470224,14417,29515,14,19
518470224,1057,23771,31,74
518470224,3105,11666,28,54
518470224,4929,406198,181,365
518470224,18209,431760,204,363
518470224,13137,148563,32,45
518470224,3345,5025,15,24
518470224,1,38994,47,79
518470224,1697,24214,13,20
518470224,321,1081,4,8
518470224,1553,75494,40,74
518470224,1441,14361,15,19
518470224,19985,463335,129,245
518470224,10769,271565,138,253
518470224,21585,3143,1,3
518470224,60977,112780,22,36
518470224,1297,26162,10,16
518470224,6977,34679,12,16
518470224,67361,368965,43,79
518470224,61729,13660,3,4
518470224,4097,594491,216,385
518470224,19729,229455,84,122
518470224,50945,508,0,2
518470224,5169,15985,3,9
518470224,12817,1163,2,8
518470224,61505,8473,6,10
518470224,4257,32312,12,20
518470224,61441,1314,1,2
518470224,11553,52551,52,122
518470224,16449,145966,45,71
518470224,52561,337223,71,103
518470224,1153,32920,36,48
518470224,1889,23205,8,15
518470224,9041,1307,3,9
518470224,12049,999835,213,355
518470224,3441,16863,4,9
518470224,9553,66054,41,64
518470224,13825,927006,196,358
518470224,1041,27460,21,39
518470224,2129,16325,24,36
518470224,8993,149518,36,62
518470224,2081,205,1,3
518470224,6465,44329,47,112
518470224,12369,154364,41,86
518470224,5633,76665,54,108
518470224,7505,15889,37,51
518470224,57425,99195,26,38
518470224,4705,1994,4,12
518470224,9473,6381,21,47
518470224,4993,115383,33,57
518470224,4513,15832,8,12
518470224,6033,253443,43,81
518470224,7185,42268,49,94
518470224,7281,127434,21,31
