account_id,tank_id,damage_dealt,wins,battles
502037097,18497,84508,30,65
502037097,3921,20216,5,12
502037097,19713,150398,34,49
502037097,33089,109783,23,26
502037097,59729,18765,13,20
502037097,14673,225172,74,112
502037097,57681,10015,4,6
502037097,44289,181787,45,70
502037097,52865,103833,25,37
502037097,6721,68188,64,105
502037097,54609,3170,1,8
502037097,10513,323935,86,152
502037097,9777,173004,58,87
502037097,20561,158477,47,73
502037097,21761,674487,141,218
502037097,55297,560480,183,340
502037097,4145,490150,90,135
502037097,11265,33261,20,43
502037097,5985,1204,5,5
502037097,3857,167207,58,96
502037097,9473,18267,49,100
502037097,32833,9990,5,7
502037097,11857,58813,41,82
502037097,16673,25157,11,22
502037097,14353,62244,33,60
502037097,15617,982438,193,293
502037097,1793,432545,185,330
502037097,58705,22442,11,20
502037097,54289,2142416,725,1395
502037097,57937,990286,173,264
502037097,4737,726675,131,208
502037097,6657,109197,40,52
502037097,20049,76637,30,45
502037097,47121,464472,112,155
502037097,4961,180563,63,103
502037097,1665,114811,47,68
502037097,10801,127574,16,28
502037097,32785,133259,25,41
502037097,18177,313325,107,175
502037097,1121,101607,44,79
502037097,52001,1019,1,2
502037097,21841,421470,69,98
502037097,1089,7726,24,60
502037097,4657,32914,30,54
502037097,273,73561,41,82
502037097,49425,15644,4,5
502037097,16705,146621,27,42
502037097,57617,13736,5,8
502037097,17985,31689,17,29
502037097,52097,148487,41,56
502037097,3953,80306,14,22
502037097,1409,56257,29,46
502037097,32577,113876,29,39
502037097,16385,1796,2,4
502037097,8737,922961,211,358
502037097,529,91714,31,50
502037097,13905,1948563,343,578
502037097,3585,113126,57,94
502037097,27905,366909,91,125
502037097,62513,283340,47,76
502037097,4193,461319,122,214
502037097,50193,652081,180,256
502037097,9489,659987,123,189
502037097,16401,420776,88,144
502037097,63745,0,0,0
502037097,13089,770241,135,215
502037097,8289,593257,111,150
502037097,45569,425590,157,256
502037097,60433,1011,1,3
502037097,11009,188034,59,126
502037097,2049,17357,36,71
502037097,1537,259340,283,473
502037097,9553,28542,19,27
502037097,2161,430173,101,185
502037097,4625,25315,41,60
502037097,45841,395033,117,162
502037097,53601,116590,36,45
502037097,58913,218210,67,103
502037097,20481,0,0,0
502037097,58673,510344,90,138
502037097,29969,6877,1,3
502037097,11345,63154,33,64
502037097,17729,597569,103,172
502037097,8465,252642,86,142
502037097,5137,18220,5,10
502037097,1905,161632,47,81
502037097,46865,191975,54,72
502037097,8193,648190,142,232
502037097,6433,22750,46,83
502037097,3457,20972,13,27
502037097,50689,546125,99,163
502037097,12561,20778,39,72
502037097,1809,42616,59,101
502037097,51345,311926,180,259
502037097,57377,37839,9,20
502037097,5425,705623,127,199
502037097,41233,64595,12,22
502037097,2689,1608,5,9
502037097,53281,229113,69,88
502037097,6209,1946310,360,611
502037097,35873,155778,26,33
502037097,61249,25025,13,16
502037097,18209,481287,175,315
502037097,44545,29077,7,10
502037097,30481,168812,42,51
502037097,52353,0,0,0
502037097,7009,101921,44,78
502037097,11073,238429,50,93
502037097,46849,312133,65,87
502037097,14145,117838,90,168
502037097,48145,19008,6,8
502037097,10241,75355,28,42
502037097,5953,1807,7,13
502037097,56577,11799,24,33
502037097,3201,3740,5,6
502037097,5185,39681,67,131
502037097,6753,372998,70,98
502037097,21537,443187,72,117
502037097,13889,778971,170,253
502037097,12545,144459,69,112
502037097,51729,8753,5,9
502037097,5793,8755,4,7
502037097,53249,64225,16,25
502037097,51825,115632,38,54
502037097,51489,61464,162,252
502037097,60945,524913,131,204
502037097,3969,77858,27,50
502037097,13841,21735,6,10
502037097,67585,186821,22,43
502037097,56657,39758,15,22
502037097,2865,11412,3,6
502037097,3633,85465,29,43
502037097,2913,5223,6,12
502037097,30993,128880,34,54
502037097,2945,3400,3,9
502037097,1057,29690,24,36
502037097,42017,186757,46,69
502037097,1,47740,45,80
502037097,1697,29407,13,18
502037097,5921,228715,74,111
502037097,10833,4484,8,14
502037097,19985,554426,138,254
502037097,6977,81137,50,125
502037097,15441,36206,14,18
502037097,23057,53426,9,17
502037097,21793,19163,4,6
502037097,4257,15204,7,12
502037097,16449,0,0,0
502037097,5537,21874,6,7
502037097,1889,44524,26,44
502037097,17665,677958,192,319
502037097,8241,140262,31,49
502037097,12289,79948,35,77
502037097,17153,933512,222,345
502037097,2129,13302,16,31
502037097,2081,13228,39,64
502037097,14401,601221,158,330
502037097,2353,3018,7,8
502037097,62017,188774,64,96
502037097,52593,115908,26,36
502037097,7185,32735,22,33
502037097,57409,355775,93,140
502037097,45585,4317,3,3
502037097,10065,110436,46,67
502037097,5713,412967,88,179
502037097,2657,251069,76,142
502037097,61697,136761,33,44
502037097,64065,45810,10,21
502037097,7953,627214,129,222
502037097,8545,381090,61,90
502037097,4225,231433,74,102
502037097,3345,4831,13,28
502037097,7457,778154,263,488
502037097,7969,89566,40,85
502037097,63057,27032,4,7
502037097,16961,653548,130,204
502037097,60449,22057,7,9
502037097,4385,117264,38,69
502037097,51569,43464,19,25
502037097,7697,277235,66,111
502037097,8497,770296,147,222
502037097,401,77,1,1
502037097,2401,1337,1,3
502037097,6241,234421,62,85
502037097,55905,55862,8,15
502037097,4865,49931,56,98
502037097,11025,126493,54,86
502037097,58961,1304935,386,601
502037097,10289,39478,9,12
502037097,32545,31378,8,12
502037097,3937,832573,159,238
502037097,8081,104063,24,36
502037097,5265,1856106,345,535
502037097,10529,29948,28,54
502037097,63537,572837,117,172
502037097,53793,19479,7,12
502037097,18961,149220,69,108
502037097,3841,11420,37,67
